round,rmse_val,rmse_train,mae_val,mae_train
0,11.606411126293809,11.625963307879122,8.491779252930913,8.432274309802446
1,10.692621928067574,10.78946311359966,8.341349570795959,8.49839475546308
2,10.369468339745696,10.473524346818417,8.048160253031682,8.202180359895051
3,10.315773130280613,10.462691096839,8.160506324668502,8.38535234824635
4,10.085412042092916,10.233584515071147,7.936333384562563,8.151131873548943
5,9.798736371990099,9.925128554908463,7.580926231291446,7.742968947429721
6,9.80703250104161,9.955766743188418,7.660979694865283,7.861156316037171
7,9.761715664061073,9.916201349622359,7.630645606800371,7.842117977010199
8,9.68813607698158,9.840403503166254,7.564888896408498,7.770674915193852
9,9.556374296199994,9.698623495204252,7.4236856684467005,7.609711403438866
10,9.470082556801716,9.608160066144029,7.331856419194187,7.503922467528295
11,9.441669212540601,9.578985211755763,7.323235893123444,7.497558125310441
12,9.34853892854481,9.473885041362388,7.205234612874912,7.357050284842787
13,9.307782809950753,9.431288607663042,7.179718790522777,7.329809835184442
14,9.324548532744037,9.456188172009124,7.2301846307903785,7.39696751582864
15,9.274111371593458,9.394823667109899,7.178996749075393,7.332553052126207
16,9.213394835372142,9.334157522695234,7.120908346945089,7.272408184192348
17,9.178364099793225,9.302330933689852,7.107728772564515,7.262188438353244
18,9.123990878452162,9.243552289895774,7.048686644772751,7.19634332571779
19,9.08607326259893,9.215272189884619,7.034657970638055,7.193691613608629
20,9.010632038869213,9.125317380245447,6.914311585110445,7.046594922590492
21,9.001375335950312,9.116482340633441,6.954722878666132,7.098911037147952
22,8.937286616883819,9.051780620160969,6.889035024623605,7.029639065153862
23,8.924994012562603,9.044642050523617,6.934771428804454,7.08802544500381
24,8.84088357328142,8.959277486236658,6.855451897013308,7.004936114595351
25,8.756271323265896,8.867370414851584,6.713481860806209,6.843594490803515
26,8.732738610788573,8.844756879222235,6.723746428605009,6.85864000037991
27,8.78882755598438,8.875039181256689,6.60391502851084,6.684244166242559
28,8.677291085337464,8.785029155888854,6.691100530835697,6.821742292127354
29,8.630488560989594,8.744817539539337,6.691039362316897,6.828896207429111
30,8.557471308137613,8.6636405621602,6.537936608960754,6.659592110155101
31,8.536507628332211,8.646816070012221,6.589759926550987,6.720247452817217
32,8.472505914594977,8.581044829800058,6.518386694496059,6.64224388957963
33,8.447555411031615,8.550801400191672,6.428198446963882,6.539174950530715
34,8.40982816248554,8.51547013884474,6.450283065507661,6.568545474997889
35,8.364761544601853,8.471847372001415,6.412492290374412,6.531163614218345
36,8.330231548812229,8.444592406133829,6.442174083132885,6.567333170745522
37,8.283320926463634,8.395945336561242,6.355519868504165,6.477416734634463
38,8.280411315142805,8.38800905680753,6.371311391609039,6.489652319984552
39,8.226250593654967,8.331928220746624,6.293212756833748,6.4065422546902
40,8.172092610070504,8.287654679412615,6.3723746525351315,6.491084581668988
41,8.121808058170474,8.229617361939976,6.266876929578113,6.378898017279678
42,8.10638320805959,8.206729391466833,6.2342498819054795,6.339641848237362
43,8.058858470032105,8.16943936472609,6.295342875669825,6.40681927895308
44,8.039224048718872,8.14022788421343,6.178654863549296,6.281374063824389
45,8.033585809917646,8.131525547559148,6.159816427439993,6.2608755123069235
46,8.02480827845243,8.117226617882206,6.11792485373683,6.214227587393954
47,7.955430323614999,8.05772614229665,6.1629654914967125,6.2657781383401465
48,7.926898782998743,8.026867931940233,6.113144906595051,6.2125259463004525
49,7.890355138115154,7.994553346124297,6.163266122542077,6.261495477554938
50,8.005099485350055,8.086296687126469,6.01176201818153,6.094759893639183
51,7.897624433829675,7.986436374297489,6.017611811294272,6.104902470673338
52,7.849164272148022,7.9421013762752475,6.007715441095806,6.096211286618479
53,7.838984280765449,7.930501343157195,6.0147113568298955,6.102316734742056
54,7.834930325558833,7.9231120875214165,5.97615632920432,6.062542479375029
55,7.784602091631889,7.87694340976191,5.980956559028643,6.067898725833977
56,7.971002293979241,8.038597364615121,5.926702698616897,5.992316896772042
57,7.938450080357608,8.00475779984397,5.9131307639344355,5.979168118108485
58,7.796588091596379,7.872989209142556,5.924529182787,5.998604015937075
59,7.705642635567507,7.788733272172128,5.916185821636636,5.992266488885106
60,7.66527070744819,7.750357222647376,5.9271350252132295,6.002651298867788
61,7.788012608533399,7.856237995398999,5.845862905987752,5.913477386789626
62,7.671690742948939,7.74611633551209,5.860780469704017,5.931395890938479
63,7.610653415941781,7.686359689160207,5.881891523893485,5.9488935925868525
64,7.681453753363511,7.7467869898385056,5.857604464042718,5.922544576271548
65,7.582166432748726,7.656945649927247,5.889846918067542,5.955905131210479
66,7.577270865862302,7.647463006291571,5.869239650521887,5.93272118430302
67,7.587574166136028,7.6531935559396995,5.821889336170046,5.883658118926105
68,7.820042579447609,7.864663358569937,5.79606249859191,5.849300457652351
69,7.5175534337318926,7.58439758656574,5.810747459976635,5.870383640517321
70,7.489888320971499,7.5593994958202435,5.838686907837587,5.895780246190327
71,7.468387703421757,7.53575578033315,5.872756220304844,5.925255230593818
72,7.412696182098752,7.485112177356564,5.909118729228639,5.951773508750851
73,7.543174227060098,7.599083465347423,5.73731687778966,5.797874109682892
74,7.486457034596914,7.543846143356196,5.770472804208193,5.825505392849758
75,7.456164892118513,7.513306484718746,5.765713048220505,5.818816997256212
76,7.397046958107677,7.459347437077904,5.76077069621912,5.812015107295069
77,7.354926296035948,7.420209686617548,5.8124206231853455,5.856524564103129
78,7.43483269859756,7.489725213087238,5.743574979589637,5.795855520381
79,7.486399786259683,7.535875609303272,5.701056997434359,5.757932299423927
80,7.343970456644895,7.402425220218568,5.759663670874222,5.804314959547014
81,7.469125794277129,7.515181854568747,5.692589798149484,5.748053159251159
82,7.371701621189814,7.4221891251141905,5.730720226962734,5.778279314359279
83,7.276039238198595,7.336534796567151,5.798840774673232,5.831258365110751
84,7.358978954589381,7.410850064714643,5.690274877300381,5.74088650802835
85,7.3108927166621145,7.36637973320309,5.720462699283148,5.766801412290528
86,7.331964617731226,7.3828320149609965,5.695471229337619,5.7427931752173365
87,7.398384050513604,7.442702689617999,5.6594942556216195,5.713597913477753
88,7.362783762895667,7.410295834536311,5.646771393777085,5.700574023852055
89,7.445653376492666,7.487303346133398,5.636359173152402,5.691563121344829
90,7.364255905889229,7.408643119893271,5.674066625705832,5.723473698338357
91,7.189393106622624,7.249827935996401,5.745059443780104,5.771101869988017
92,7.194654075153849,7.254246991167453,5.688944317650218,5.724390777876
93,7.196376857465403,7.255380567301702,5.683030197890076,5.719949701001091
94,7.232198338607349,7.285576929866674,5.653829875737316,5.69759354337795
95,7.378237634505201,7.417326971939471,5.614290118792653,5.66697915091014
96,7.264738717804427,7.310448465330611,5.640036592130388,5.684996473348761
97,7.326776827040108,7.366050657630408,5.617680148181569,5.666375112346441
98,7.206644427514243,7.256180199542827,5.647178832614711,5.6877589703934985
99,7.235806012151798,7.281263514035978,5.6380072646193335,5.680752585165818
100,7.233896378529727,7.277278042658907,5.628263860735895,5.670423409591896
101,7.44632658247207,7.472989726476915,5.594121684019176,5.6420575549382335
102,7.402769241405438,7.4293639519538734,5.593025894692948,5.638853199776137
103,7.479622281064154,7.500156239318275,5.582263413154633,5.628519595901112
104,7.205180397579149,7.24496704873854,5.591242529797594,5.635341797938705
105,7.236130169689753,7.272050254293896,5.591591392640005,5.6336138877578215
106,7.346885035823001,7.371418951390106,5.570859183308167,5.615067912992375
107,7.292222925082099,7.318674703097588,5.572090587249225,5.6161872992576765
108,7.263906384922992,7.2909147369592135,5.552742135346751,5.59538869269511
109,7.290644936542224,7.316359854492978,5.550073187726923,5.595561173108225
110,7.2716100111993605,7.298778787676945,5.535395072511819,5.5824409798266394
111,7.240058464377099,7.266102796815834,5.539529924853994,5.58442699727439
112,7.226370592297047,7.254279509056943,5.530599257306005,5.576692088469813
113,7.083706757085041,7.122969523852468,5.543754230473194,5.5804289803348
114,7.1122788090016815,7.147928480786804,5.545647032083612,5.5844112908097525
115,7.170484180330343,7.199604109863604,5.524629030286398,5.570206848835989
116,7.2419187646866545,7.263887252078057,5.512856213836962,5.559102348730045
117,7.267489441388277,7.287383840756764,5.505052385415439,5.549900652356995
118,7.197329369216177,7.21766476783654,5.5096604588978355,5.551595028673034
119,7.144153102864775,7.166266365378657,5.522426230760242,5.560603646826082
120,7.10669155350293,7.130513922692752,5.5316974925371705,5.565364780606154
121,7.1048536787129715,7.1299631586682475,5.506362571483512,5.542823186441658
122,7.1418906038968375,7.163167930245733,5.480796104393619,5.521917878507937
123,7.019206608772314,7.051262459603275,5.483034947347191,5.516354606691721
124,6.990667348087021,7.024632671866399,5.510694473573749,5.534473735763516
125,7.013362963343227,7.041762489610391,5.494648046010032,5.524523750309679
126,7.006851526631387,7.03328816674646,5.481597189386094,5.5108299232084645
127,7.057351504779848,7.0747181632240475,5.443089270166257,5.4803498212123
128,6.999032590962432,7.021415857438529,5.489369609563294,5.514720071012311
129,7.066693215267113,7.080411158258711,5.424536044146002,5.463128412733913
130,7.136946391041493,7.141439276866581,5.445130251889045,5.480862423592992
131,7.182647515504849,7.182824572847434,5.447487856128006,5.482478407829825
132,7.107304922921276,7.113519479150239,5.448263309502971,5.482117153566018
133,7.073011813980779,7.078683349438185,5.44732286557826,5.47773480483437
134,7.030502477415362,7.04122305554479,5.48702422164807,5.510022373490652
135,7.080576010656143,7.083842949666793,5.465909904518948,5.4931668776652955
136,7.013603002953215,7.023477178921854,5.44244061945508,5.469063927451979
137,7.048043393502068,7.050785659169362,5.421832612200831,5.452566840586572
138,7.13370705073977,7.126468792962256,5.429931538338165,5.460250440365635
139,7.209406500907889,7.194829325338209,5.427786906567426,5.458208020647039
140,6.974635782181028,6.98599585732364,5.4632705347341375,5.481627238248003
141,6.976362608468777,6.987673698131699,5.488514187137912,5.504794787000748
142,7.048624317809028,7.0483453380710985,5.447930442823812,5.473286063873008
143,7.058152153124558,7.057275943666994,5.423761125822871,5.452689496523658
144,7.0899256440904095,7.084583122168043,5.409323142451245,5.437066285513601
145,6.980660901136273,6.985311432412249,5.46000633157229,5.474789706474238
146,7.047433448035195,7.043713201454368,5.4356643281313195,5.455013413213971
147,7.12195207878825,7.108094054778487,5.458374108676529,5.476806016556118
148,7.07566893924153,7.069144551630331,5.435188617116071,5.456252499264647
149,7.110289012065725,7.099595999440765,5.465271581496064,5.4835511413174025
150,7.124000668502441,7.112305273509583,5.468191804111551,5.488071970233722
151,7.146139090644633,7.13067974982033,5.439583219855832,5.4584294388970225
152,7.033668281859516,7.027669110358832,5.450653092678879,5.467475359276684
153,7.046258068723587,7.037161805442625,5.462367518507218,5.479562807087955
154,7.115273072298462,7.096515666679388,5.443336111248946,5.459121241057681
155,7.1295832598717706,7.108323285256299,5.45128045643882,5.465509069343241
156,7.079941988942647,7.061399674407281,5.449823018493498,5.463340200039054
157,6.980680346334121,6.974362532668147,5.4604491131897,5.470618272843642
158,7.129948547607343,7.103330759567092,5.4432380594819705,5.451559923522959
159,7.125370265050738,7.096895553604012,5.432402921810297,5.440074543792599
160,7.0395104853901,7.022143979547321,5.441995714392339,5.453260246821715
161,6.988156482179149,6.974933794191121,5.422101519106029,5.433275946011027
162,6.97473319085003,6.961273395284247,5.441573200999428,5.450642047932361
163,7.225946886745525,7.181117533507073,5.44158407555698,5.445665865269274
164,7.081336322698851,7.049645886020416,5.43029648197616,5.439292400938758
165,7.157130367359144,7.115874123157714,5.4413197648820715,5.446964917510823
166,7.082411401444577,7.049919625724719,5.423294443064881,5.432707695476859
167,7.0269741146241085,7.000278178973504,5.428263323024459,5.436813096148668
168,7.087221404893401,7.054030698064739,5.441787498511942,5.448271978896426
169,7.014528757033562,6.98870598674162,5.421383794754748,5.430609074622209
170,7.040744590934417,7.0098806468750645,5.418519075526765,5.426618671018992
171,7.133899184937382,7.091948542297896,5.416796196689294,5.419926696913364
172,7.046222939751061,7.013434427448349,5.391312539029161,5.399722545231157
173,7.1573375231287715,7.1113509230504075,5.403849237751312,5.407091781852713
174,7.16751720977681,7.119151599163866,5.39725432595065,5.399241197978019
175,6.976251625259614,6.949975321029948,5.40861944407838,5.414064288340085
176,7.080537580071861,7.0414599288015385,5.375179003054662,5.3809804837266055
177,7.079101236953207,7.041550843144091,5.397709455431376,5.403917063487063
178,6.97434570958452,6.951180468736649,5.405134457884312,5.41132805532177
179,7.084740779215501,7.046234853747886,5.393649361036518,5.399421460258346
180,7.022231991620783,6.99093411668429,5.399062495761686,5.406829282668707
181,6.9938530418729155,6.964754800500666,5.391978024861217,5.398449191448204
182,7.052229269376951,7.01527392244148,5.371792173669989,5.378635788512775
183,7.1423749327306005,7.094269558139005,5.400262256756691,5.400601745681409
184,7.10685733453565,7.062534911506035,5.392951751870581,5.3939707855483405
185,6.958450250877629,6.931323493897027,5.403987644244838,5.40561857217953
186,7.027298075970776,6.9915412146231315,5.375401688214446,5.377775260980729
187,7.12334084909125,7.072187723474195,5.386291795549082,5.38493062613337
188,7.01761740074325,6.976874457584881,5.388758561087206,5.389151528402382
189,7.022718070863175,6.98129387780743,5.37061664858433,5.373294531221611
190,7.114204835249855,7.063590309553765,5.382468477599128,5.3805759203139285
191,7.162685864009727,7.105308653367502,5.388949920332108,5.384730743740745
192,7.170474275468775,7.110245299781521,5.397131165426667,5.391574039323156
193,7.1295293605802215,7.070248358224219,5.375944110904887,5.370890273749585
194,6.936726466727947,6.899812510658892,5.364343488392967,5.364846067173264
195,6.995650596853805,6.949609445673938,5.370043171364319,5.367130729390063
196,6.944625344441373,6.9040914856074584,5.352734158329551,5.351987311577601
197,7.067919589402298,7.01010792991345,5.356148413121924,5.349051749360177
198,6.89982625448023,6.865427388905272,5.36755129689083,5.366042639461233
199,7.0543367848091085,6.995501787283735,5.362263940820039,5.354789052312326
200,6.947881848898831,6.902678881005019,5.342652070552034,5.340743006803683
201,7.022113638683228,6.966405622043346,5.33995127078594,5.335408348570593
202,6.980877517238831,6.929179437067891,5.375803874900289,5.370778766445503
203,6.977929217197086,6.925047847915459,5.368790638137011,5.363143369374263
204,6.9391737501709105,6.891570624092151,5.355790202696796,5.350067268993399
205,6.8699785519059,6.836996626930238,5.389355549576655,5.3823818473239395
206,6.9910700666653725,6.938834758339956,5.377997013719945,5.374065374979186
207,7.12015113781016,7.049759912348218,5.378862091008297,5.366528716250554
208,7.135565580638641,7.061658413710753,5.360827533013652,5.346468263464466
209,7.074242005964315,7.006073562451992,5.348633112034963,5.336401405182498
210,6.970544898895707,6.916054702178427,5.337308479587434,5.33122953840227
211,6.938099664456251,6.889844151826086,5.353428272059932,5.349654413480324
212,7.008230713001408,6.9471369820259845,5.341792809787376,5.331397823717177
213,6.955592092202753,6.904147671757244,5.36343039117383,5.356976929837266
214,7.005682951777374,6.94753916007254,5.350265373131419,5.341576337721075
215,6.937706956933305,6.887056470474523,5.3512476510215095,5.34575131839039
216,6.97386811582539,6.917545460656299,5.347334138926254,5.339418066128225
217,6.975737443534723,6.917718460207342,5.319811680670416,5.3098449866973025
218,6.958820547908335,6.900573958147015,5.311229559011031,5.301083683934797
219,6.965186907479056,6.908310385157413,5.3356982863420335,5.326657519839263
220,7.105210004952762,7.028997122728473,5.362424716215978,5.3431384469438825
221,6.9737868822374365,6.913323429798329,5.333421306033491,5.321754220957471
222,7.07324080084288,6.999642508376963,5.33498530071348,5.31521614932762
223,7.040311267051339,6.970457866190136,5.337565164956421,5.320649225572373
224,7.155151719390796,7.0700917251838495,5.362709733429516,5.338374101212998
225,7.094165704015004,7.015877400726981,5.357564556408488,5.336155147504284
226,7.000531053858697,6.934280542657549,5.339968180579791,5.3226978342471005
227,7.01396439710526,6.945250607345431,5.3315035944119655,5.312205264814525
228,6.974227088833013,6.909535656308576,5.316997091483296,5.30318411473207
229,6.926434478831101,6.870258480771715,5.341426393518367,5.331905820701936
230,7.013253335647343,6.9432275624146,5.348758438996981,5.332649733303193
231,6.987382078601702,6.919171033075795,5.3332213024851685,5.317782921173915
232,7.074199103139241,6.99357492933986,5.345895270495438,5.322148717092944
233,6.935018924559166,6.87502952630544,5.340377337204473,5.326098607424953
234,6.884235663273914,6.83316364263881,5.326137180175798,5.315773218530685
235,6.916289395765527,6.858373103176166,5.329454728156323,5.317438893146964
236,6.99101469030105,6.918865301302763,5.309877751007156,5.290232876391463
237,7.109089278495844,7.020627945821072,5.331849822867682,5.304223028160872
238,7.032332405120226,6.954067050278529,5.3273168379683495,5.304511897371848
239,7.0855296337675115,6.999316150294966,5.335840589524891,5.308028864751153
240,6.8793514962133555,6.827280824162639,5.350277736435177,5.3394117782167925
241,6.98429367745362,6.911714375291287,5.346807667629951,5.3295776378135225
242,6.983142035333632,6.908535469858625,5.326241707486649,5.30632936555465
243,6.994172914302894,6.917719057122647,5.326972843762255,5.305344657493709
244,6.9674100525894875,6.896474164967729,5.327338575450117,5.307948543098988
245,6.933302826366827,6.869996684437625,5.3466392890988335,5.330917833492261
246,7.155757070305752,7.059809756393207,5.354285417073694,5.3205355891959965
247,7.164023833795877,7.065256056330731,5.339303427479621,5.30299853718669
248,7.114415167348023,7.022155536898515,5.350692192229921,5.319239928983439
249,6.875647828806561,6.820536844758096,5.320833610231246,5.305896389220777
250,7.0677552566629895,6.98199001805471,5.342242209547827,5.313790793239621
251,6.843979172200445,6.79344355417129,5.3019670047949115,5.2879944951766635
252,6.893499531673337,6.834298739681247,5.305867815581424,5.289766703899908
253,6.981986510735703,6.908743989700599,5.306392214096611,5.283025101201904
254,6.987021971422753,6.9108511041487795,5.30412931105101,5.2801552858697445
255,6.963946443377691,6.891500050506146,5.328328840437819,5.307282734480884
256,7.037579312978322,6.953800408421969,5.345276540552368,5.316995892781898
257,7.068295704122783,6.978346109154627,5.343170041260785,5.312295943972345
258,7.066182454643697,6.973548200003499,5.320268400527343,5.284899936593282
259,7.003188096841123,6.919222248222065,5.311820345203565,5.282097555901095
260,6.938694491004846,6.86576392540207,5.3201603917809095,5.296872036273001
261,6.968945623217826,6.890576079926657,5.3083884105701005,5.280111949649019
262,7.023398644057052,6.937477242273916,5.316194829803267,5.284310824596622
263,6.92325683996257,6.854319737557001,5.315910614156787,5.291467055524657
264,6.967131100010243,6.889970902433714,5.330899829945443,5.304765204751274
265,6.859474979502127,6.8009708570402125,5.304175587552829,5.2857100979026965
266,7.021299036391928,6.9326943239221785,5.307001911777625,5.271076903375299
267,7.110901118743534,7.0110032236722715,5.324816931565102,5.28528112272284
268,6.904588742841172,6.835505466386074,5.281875519094944,5.257139632538798
269,6.861318998090494,6.799152124600971,5.279786028378502,5.261062319985324
270,6.947786073404629,6.8698712030778015,5.297562775986499,5.272911521373906
271,7.091179615302057,6.99078470297871,5.317792557844874,5.280512166334717
272,6.996843912056135,6.9096167030772815,5.305370049336946,5.276879440424346
273,6.993775492954851,6.905639112328806,5.3121682557054015,5.282752282809322
274,7.118026241515047,7.011362920375375,5.336597571405936,5.297708716071774
275,6.9624943741895375,6.87855442513548,5.3125857286509115,5.285707289651767
276,6.941662066235109,6.859563541685576,5.284852491926463,5.258014591256842
277,6.990730995445319,6.901996305344323,5.300681806067653,5.26883354271203
278,6.960494352562077,6.876711351491566,5.302351553060099,5.273976996346969
279,7.019410405535011,6.926663593382784,5.309620650032717,5.27752580791213
280,6.957332039656607,6.874685830851126,5.271258134277479,5.244348951046946
281,7.117551469119647,7.011921081984253,5.307289088646606,5.270692786331023
282,7.003919574600387,6.914042294605946,5.294302323909248,5.263687261438922
283,6.964954767769495,6.880271474298094,5.29357649896638,5.266087294772296
284,6.789953178136822,6.742692428176854,5.311440014185911,5.296356740745022
285,6.94526240599014,6.861357001634936,5.277621155679092,5.251612505883532
286,6.9575184779748485,6.872499413566581,5.271520520836737,5.244153331369522
287,6.980890248159973,6.890822836551371,5.282298424609596,5.253120555897835
288,6.984924119258995,6.894323093180316,5.2763441868409995,5.245548928941902
289,7.13918578882913,7.02716542116327,5.313856276649961,5.272655290079576
290,6.909448909819059,6.8331298560450895,5.279205001778335,5.252707800769575
291,6.831997049111951,6.771375855504259,5.267754234206091,5.249430537578478
292,6.852925427082631,6.785631617889013,5.26133961970659,5.240868741790849
293,6.915762868705327,6.837366622736807,5.273578373035261,5.249801007604969
294,6.834983059005976,6.770912633406458,5.263930944377853,5.246897559971961
295,6.880527501123545,6.809011459250628,5.262901994769094,5.241744782497422
296,6.856008012581927,6.788114365532184,5.25645290812555,5.235554110184945
297,7.0887745146928225,6.982896945852384,5.29831172188714,5.262162961881487
298,6.951335726984541,6.86519886050739,5.2787065890961005,5.248981155569091
299,7.142975900768835,7.0307164642487425,5.305892374338968,5.268536305667786
